HEAD,RELATION,TAIL
硬化,related_to,头晕
头晕,related_to,硬化
非奈西林,to_treat,毒蛇咬伤
毒蛇咬伤,treated_by,非奈西林
非奈西林,to_treat,胰岛素依赖性糖尿病
胰岛素依赖性糖尿病,treated_by,非奈西林
非奈西林,to_treat,糖尿病
糖尿病,treated_by,非奈西林
非奈西林,to_treat,心肌炎
心肌炎,treated_by,非奈西林
非奈西林,to_treat,性早熟
性早熟,treated_by,非奈西林
甲状腺乳头状癌,contains_symptom,食管癌
食管癌,symptom_of,甲状腺乳头状癌
甲状腺乳头状癌,contains_symptom,淋巴结节
淋巴结节,symptom_of,甲状腺乳头状癌
甲状腺乳头状癌,contains_symptom,结节
结节,symptom_of,甲状腺乳头状癌
甲状腺乳头状癌,caused_by,放射性肠炎
放射性肠炎,lead_to,甲状腺乳头状癌
甲状腺乳头状癌,related_to,甲状腺癌
甲状腺癌,related_to,甲状腺乳头状癌
甲状腺乳头状癌,related_to,肿瘤
肿瘤,related_to,甲状腺乳头状癌
甲状腺乳头状癌,treated_by,左旋甲状腺素
左旋甲状腺素,to_treat,甲状腺乳头状癌
甲状腺乳头状癌,treated_by,甲状腺片
甲状腺片,to_treat,甲状腺乳头状癌
甲状腺乳头状癌,treated_by,碘131i化钠
碘131i化钠,to_treat,甲状腺乳头状癌
普拉洛芬,adverse_reaction,恶心
恶心,adverse_reaction_of,普拉洛芬
普拉洛芬,adverse_reaction,结膜充血
结膜充血,adverse_reaction_of,普拉洛芬
普拉洛芬,adverse_reaction,角膜炎
角膜炎,adverse_reaction_of,普拉洛芬
普拉洛芬,adverse_reaction,水肿
水肿,adverse_reaction_of,普拉洛芬
普拉洛芬,adverse_reaction,呕吐
呕吐,adverse_reaction_of,普拉洛芬
普拉洛芬,adverse_reaction,咽部异物感
咽部异物感,adverse_reaction_of,普拉洛芬
普拉洛芬,adverse_reaction,充血
充血,adverse_reaction_of,普拉洛芬
普拉洛芬,adverse_reaction,.
.,adverse_reaction_of,普拉洛芬
普拉洛芬,adverse_reaction,结膜炎
结膜炎,adverse_reaction_of,普拉洛芬
普拉洛芬,adverse_reaction,流泪
流泪,adverse_reaction_of,普拉洛芬
普拉洛芬,adverse_reaction,头痛
头痛,adverse_reaction_of,普拉洛芬
普拉洛芬,adverse_reaction,失眠症
失眠症,adverse_reaction_of,普拉洛芬
普拉洛芬,adverse_reaction,荨麻疹
荨麻疹,adverse_reaction_of,普拉洛芬
普拉洛芬,to_treat,角膜炎
角膜炎,treated_by,普拉洛芬
普拉洛芬,to_treat,结膜炎
结膜炎,treated_by,普拉洛芬
普拉洛芬,to_treat,干眼症
干眼症,treated_by,普拉洛芬
普拉洛芬,to_treat,毒蛇咬伤
毒蛇咬伤,treated_by,普拉洛芬
升华硫软膏,to_treat,痤疮
痤疮,treated_by,升华硫软膏
升华硫软膏,to_treat,.
.,treated_by,升华硫软膏
升华硫软膏,to_treat,湿疹
湿疹,treated_by,升华硫软膏
升华硫软膏,to_treat,疥疮
疥疮,treated_by,升华硫软膏
升华硫软膏,to_treat,瘙痒
瘙痒,treated_by,升华硫软膏
升华硫软膏,to_treat,皮疹
皮疹,treated_by,升华硫软膏
升华硫软膏,to_treat,传染性红斑
传染性红斑,treated_by,升华硫软膏
升华硫软膏,to_treat,感染
感染,treated_by,升华硫软膏
老年性阴道炎,complication_to,感染
感染,complication_to,老年性阴道炎
老年性阴道炎,contains_symptom,白带
白带,symptom_of,老年性阴道炎
老年性阴道炎,contains_symptom,出血
出血,symptom_of,老年性阴道炎
老年性阴道炎,contains_symptom,尿频
尿频,symptom_of,老年性阴道炎
老年性阴道炎,contains_symptom,瘙痒
瘙痒,symptom_of,老年性阴道炎
老年性阴道炎,contains_symptom,感染
感染,symptom_of,老年性阴道炎
老年性阴道炎,contains_symptom,脓性分泌物
脓性分泌物,symptom_of,老年性阴道炎
老年性阴道炎,contains_symptom,紧张
紧张,symptom_of,老年性阴道炎
老年性阴道炎,contains_symptom,心电图异常
心电图异常,symptom_of,老年性阴道炎
老年性阴道炎,treated_by,甲硝唑
甲硝唑,to_treat,老年性阴道炎
老年性阴道炎,related_to,宫颈癌
宫颈癌,related_to,老年性阴道炎
老年性阴道炎,related_to,绝经
绝经,related_to,老年性阴道炎
老年性阴道炎,treated_by,齐多夫定拉米夫定
齐多夫定拉米夫定,to_treat,老年性阴道炎
老年性阴道炎,check_item,电子阴道镜检查
电子阴道镜检查,checked_for,老年性阴道炎
关节疼痛,related_to,疼痛...
疼痛...,related_to,关节疼痛
关节疼痛,related_to,骨质疏松
骨质疏松,related_to,关节疼痛
关节疼痛,related_to,腕关节结核
腕关节结核,related_to,关节疼痛
关节疼痛,related_to,卡普兰综合征
卡普兰综合征,related_to,关节疼痛
关节疼痛,related_to,髋关节炎
髋关节炎,related_to,关节疼痛
关节疼痛,related_to,骶髂关节炎
骶髂关节炎,related_to,关节疼痛
关节疼痛,related_to,运动神经元病
运动神经元病,related_to,关节疼痛
毛母质瘤,related_to,小儿急性阑尾炎
小儿急性阑尾炎,related_to,毛母质瘤
毛母质瘤,related_to,血管瘤....
血管瘤....,related_to,毛母质瘤
毛母质瘤,related_to,腹部损伤
腹部损伤,related_to,毛母质瘤
毛母质瘤,related_to,混合型便秘
混合型便秘,related_to,毛母质瘤
毛母质瘤,related_to,感染
感染,related_to,毛母质瘤
毛母质瘤,treated_by,胰酶
胰酶,to_treat,毛母质瘤
风湿性心脏病,contains_symptom,晕厥
晕厥,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,充血性心力衰竭
充血性心力衰竭,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,腹胀
腹胀,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,......咳嗽
......咳嗽,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,气短
气短,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,疼痛...
疼痛...,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,水肿
水肿,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,心悸
心悸,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,恶心
恶心,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,心律失常
心律失常,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,感染
感染,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,心慌气短
心慌气短,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,大
大,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,无力
无力,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,食管癌
食管癌,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,三尖瓣闭锁不全
三尖瓣闭锁不全,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,呼吸困难
呼吸困难,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,二尖瓣脱垂
二尖瓣脱垂,symptom_of,风湿性心脏病
风湿性心脏病,contains_symptom,胸闷
胸闷,symptom_of,风湿性心脏病
风湿性心脏病,treated_by,苄星青霉素
苄星青霉素,to_treat,风湿性心脏病
风湿性心脏病,treated_by,华法林
华法林,to_treat,风湿性心脏病
风湿性心脏病,related_to,主动脉瓣病变
主动脉瓣病变,related_to,风湿性心脏病
风湿性心脏病,related_to,二尖瓣狭窄
二尖瓣狭窄,related_to,风湿性心脏病
风湿性心脏病,related_to,充血性心力衰竭
充血性心力衰竭,related_to,风湿性心脏病
龙珠软膏,to_treat,清热解毒片
清热解毒片,treated_by,龙珠软膏
龙珠软膏,to_treat,痔
痔,treated_by,龙珠软膏
龙珠软膏,to_treat,间质瘤
间质瘤,treated_by,龙珠软膏
龙珠软膏,to_treat,肛裂
肛裂,treated_by,龙珠软膏
龙珠软膏,to_treat,感染
感染,treated_by,龙珠软膏
龙珠软膏,to_treat,湿疹
湿疹,treated_by,龙珠软膏
急性胰腺炎,contains_symptom,糖尿病
糖尿病,symptom_of,急性胰腺炎
急性胰腺炎,contains_symptom,恶心
恶心,symptom_of,急性胰腺炎
急性胰腺炎,contains_symptom,黄疸
黄疸,symptom_of,急性胰腺炎
急性胰腺炎,contains_symptom,上消化道出血
上消化道出血,symptom_of,急性胰腺炎
急性胰腺炎,contains_symptom,呕吐
呕吐,symptom_of,急性胰腺炎
急性胰腺炎,contains_symptom,发热
发热,symptom_of,急性胰腺炎
急性胰腺炎,contains_symptom,胰腺炎
胰腺炎,symptom_of,急性胰腺炎
急性胰腺炎,contains_symptom,腹痛
腹痛,symptom_of,急性胰腺炎
急性胰腺炎,contains_symptom,疼痛...
疼痛...,symptom_of,急性胰腺炎
急性胰腺炎,contains_symptom,高热
高热,symptom_of,急性胰腺炎
急性胰腺炎,contains_symptom,上腹部疼痛
上腹部疼痛,symptom_of,急性胰腺炎
急性胰腺炎,related_to,慢性胰腺炎
慢性胰腺炎,related_to,急性胰腺炎
急性胰腺炎,related_to,胰腺炎
胰腺炎,related_to,急性胰腺炎
急性胰腺炎,related_to,肿瘤
肿瘤,related_to,急性胰腺炎
急性胰腺炎,related_to,肝内胆管结石
肝内胆管结石,related_to,急性胰腺炎
急性胰腺炎,related_to,胆囊结石病
胆囊结石病,related_to,急性胰腺炎
急性胰腺炎,related_to,胰腺癌
胰腺癌,related_to,急性胰腺炎
急性胰腺炎,related_to,恶性肿瘤
恶性肿瘤,related_to,急性胰腺炎
急性胰腺炎,check_item,腹腔镜检查
腹腔镜检查,checked_for,急性胰腺炎
急性胰腺炎,treated_by,奥美拉唑
奥美拉唑,to_treat,急性胰腺炎
急性胰腺炎,treated_by,葡萄糖
葡萄糖,to_treat,急性胰腺炎
急性胰腺炎,complication_to,上消化道出血
上消化道出血,complication_to,急性胰腺炎
急性胰腺炎,complication_to,慢性胰腺炎
慢性胰腺炎,complication_to,急性胰腺炎
急性胰腺炎,complication_to,高热
高热,complication_to,急性胰腺炎
急性胰腺炎,complication_to,腹痛
腹痛,complication_to,急性胰腺炎
急性胰腺炎,complication_to,胰腺炎
胰腺炎,complication_to,急性胰腺炎
急性胰腺炎,complication_to,出血
出血,complication_to,急性胰腺炎
急性胰腺炎,caused_by,胆石症
胆石症,lead_to,急性胰腺炎
急性胰腺炎,caused_by,癌症
癌症,lead_to,急性胰腺炎
急性胰腺炎,caused_by,胰腺癌
胰腺癌,lead_to,急性胰腺炎
急性胰腺炎,caused_by,创伤
创伤,lead_to,急性胰腺炎
急性胰腺炎,check_item,胰腺的ct检查
胰腺的ct检查,checked_for,急性胰腺炎
关节畸形,related_to,类风湿关节炎
类风湿关节炎,related_to,关节畸形
关节畸形,related_to,痛风
痛风,related_to,关节畸形
关节畸形,related_to,骨折
骨折,related_to,关节畸形
感染性心内膜炎,contains_symptom,蛋白尿
蛋白尿,symptom_of,感染性心内膜炎
感染性心内膜炎,contains_symptom,发热
发热,symptom_of,感染性心内膜炎
感染性心内膜炎,contains_symptom,贫血
贫血,symptom_of,感染性心内膜炎
感染性心内膜炎,contains_symptom,充血性心力衰竭
充血性心力衰竭,symptom_of,感染性心内膜炎
感染性心内膜炎,contains_symptom,室间隔缺损
室间隔缺损,symptom_of,感染性心内膜炎
感染性心内膜炎,contains_symptom,二尖瓣脱垂
二尖瓣脱垂,symptom_of,感染性心内膜炎
感染性心内膜炎,contains_symptom,血栓性赘生物
血栓性赘生物,symptom_of,感染性心内膜炎
感染性心内膜炎,related_to,肾小球肾炎
肾小球肾炎,related_to,感染性心内膜炎
感染性心内膜炎,related_to,充血性心力衰竭
充血性心力衰竭,related_to,感染性心内膜炎
感染性心内膜炎,related_to,感染
感染,related_to,感染性心内膜炎
感染性心内膜炎,related_to,儿童先天性动脉导管未闭
儿童先天性动脉导管未闭,related_to,感染性心内膜炎
感染性心内膜炎,check_item,心电图检查
心电图检查,checked_for,感染性心内膜炎
感染性心内膜炎,check_item,经食管超声心动图tee
经食管超声心动图tee,checked_for,感染性心内膜炎
感染性心内膜炎,treated_by,球红霉素
球红霉素,to_treat,感染性心内膜炎
感染性心内膜炎,treated_by,青霉素
青霉素,to_treat,感染性心内膜炎
感染性心内膜炎,treated_by,人血丙种球蛋白
人血丙种球蛋白,to_treat,感染性心内膜炎
感染性心内膜炎,treated_by,转移因子
转移因子,to_treat,感染性心内膜炎
感染性心内膜炎,check_item,血常规检查
血常规检查,checked_for,感染性心内膜炎
感染性心内膜炎,check_item,尿常规异常
尿常规异常,checked_for,感染性心内膜炎
感染性心内膜炎,complication_to,充血性心力衰竭
充血性心力衰竭,complication_to,感染性心内膜炎
脊髓空洞症,contains_symptom,无力
无力,symptom_of,脊髓空洞症
脊髓空洞症,contains_symptom,肌肉萎缩
肌肉萎缩,symptom_of,脊髓空洞症
脊髓空洞症,contains_symptom,疼痛...
疼痛...,symptom_of,脊髓空洞症
脊髓空洞症,contains_symptom,瘫痪
瘫痪,symptom_of,脊髓空洞症
脊髓空洞症,contains_symptom,感染
感染,symptom_of,脊髓空洞症
脊髓空洞症,contains_symptom,尿常规异常
尿常规异常,symptom_of,脊髓空洞症
脊髓空洞症,contains_symptom,颈椎间盘突出
颈椎间盘突出,symptom_of,脊髓空洞症
脊髓空洞症,complication_to,瘫痪
瘫痪,complication_to,脊髓空洞症
脊髓空洞症,related_to,arnold-chiari畸形
arnold-chiari畸形,related_to,脊髓空洞症
脊髓空洞症,treated_by,人尿
人尿,to_treat,脊髓空洞症
水肿,related_to,疼痛...
疼痛...,related_to,水肿
水肿,related_to,尿常规异常
尿常规异常,related_to,水肿
水肿,related_to,感染
感染,related_to,水肿
水肿,related_to,肿瘤
肿瘤,related_to,水肿
水肿,related_to,腹部损伤
腹部损伤,related_to,水肿
心肌病,contains_symptom,乏力
乏力,symptom_of,心肌病
心肌病,contains_symptom,心悸
心悸,symptom_of,心肌病
心肌病,contains_symptom,心律失常
心律失常,symptom_of,心肌病
心肌病,contains_symptom,充血性心力衰竭
充血性心力衰竭,symptom_of,心肌病
心肌病,contains_symptom,胸闷
胸闷,symptom_of,心肌病
心肌病,contains_symptom,下肢水肿
下肢水肿,symptom_of,心肌病
心肌病,contains_symptom,高血压
高血压,symptom_of,心肌病
心肌病,contains_symptom,心电图异常
心电图异常,symptom_of,心肌病
心肌病,treated_by,地高辛
地高辛,to_treat,心肌病
心肌病,treated_by,甲状腺片
甲状腺片,to_treat,心肌病
心肌病,check_item,心电图异常
心电图异常,checked_for,心肌病
心肌病,check_item,经食管超声心动图tee
经食管超声心动图tee,checked_for,心肌病
心肌病,related_to,腹部损伤
腹部损伤,related_to,心肌病
心肌病,related_to,缺血性心脏病
缺血性心脏病,related_to,心肌病
心肌病,related_to,慢性心房颤动
慢性心房颤动,related_to,心肌病
心肌病,related_to,肥厚型心肌病
肥厚型心肌病,related_to,心肌病
化脓性扁桃体炎,contains_symptom,发热
发热,symptom_of,化脓性扁桃体炎
化脓性扁桃体炎,contains_symptom,头痛
头痛,symptom_of,化脓性扁桃体炎
化脓性扁桃体炎,contains_symptom,疼痛...
疼痛...,symptom_of,化脓性扁桃体炎
化脓性扁桃体炎,contains_symptom,血小板增多
血小板增多,symptom_of,化脓性扁桃体炎
化脓性扁桃体炎,contains_symptom,发炎
发炎,symptom_of,化脓性扁桃体炎
化脓性扁桃体炎,related_to,扁桃体炎
扁桃体炎,related_to,化脓性扁桃体炎
化脓性扁桃体炎,related_to,感染
感染,related_to,化脓性扁桃体炎
化脓性扁桃体炎,related_to,胎儿畸形
胎儿畸形,related_to,化脓性扁桃体炎
化脓性扁桃体炎,treated_by,齐多夫定拉米夫定
齐多夫定拉米夫定,to_treat,化脓性扁桃体炎
化脓性扁桃体炎,treated_by,球红霉素
球红霉素,to_treat,化脓性扁桃体炎
丙戊酸钠,adverse_reaction,脑病
脑病,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,无力
无力,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,共济失调
共济失调,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,嗜睡
嗜睡,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,惊厥
惊厥,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,失眠症
失眠症,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,腹痛
腹痛,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,呕吐
呕吐,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,皮疹
皮疹,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,恶心
恶心,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,痴呆
痴呆,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,抽搐
抽搐,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,...脱发
...脱发,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,体重增加
体重增加,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,出血
出血,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,精神障碍
精神障碍,adverse_reaction_of,丙戊酸钠
丙戊酸钠,adverse_reaction,胃痛
胃痛,adverse_reaction_of,丙戊酸钠
丙戊酸钠,to_treat,小儿癫痫
小儿癫痫,treated_by,丙戊酸钠
丙戊酸钠,to_treat,抑郁
抑郁,treated_by,丙戊酸钠
丙戊酸钠,to_treat,非惊厥性se
非惊厥性se,treated_by,丙戊酸钠
头昏脑胀四肢无力,related_to,浮肿
浮肿,related_to,头昏脑胀四肢无力
头昏脑胀四肢无力,related_to,头晕
头晕,related_to,头昏脑胀四肢无力
头昏脑胀四肢无力,related_to,偏头痛
偏头痛,related_to,头昏脑胀四肢无力
头昏脑胀四肢无力,related_to,呕吐
呕吐,related_to,头昏脑胀四肢无力
头昏脑胀四肢无力,related_to,肾功能衰竭
肾功能衰竭,related_to,头昏脑胀四肢无力
头昏脑胀四肢无力,related_to,急性肾衰竭
急性肾衰竭,related_to,头昏脑胀四肢无力
头昏脑胀四肢无力,related_to,鱼鳞病
鱼鳞病,related_to,头昏脑胀四肢无力
心电图检查,related_to,神经官能症
神经官能症,related_to,心电图检查
心电图检查,related_to,大
大,related_to,心电图检查
心电图检查,related_to,心电图异常
心电图异常,related_to,心电图检查
心电图检查,related_to,胸闷
胸闷,related_to,心电图检查
心电图检查,related_to,心律失常
心律失常,related_to,心电图检查
心电图检查,related_to,紧张
紧张,related_to,心电图检查
心电图检查,related_to,心动过速
心动过速,related_to,心电图检查
心电图检查,related_to,放射性心脏损害
放射性心脏损害,related_to,心电图检查
心电图检查,related_to,高血压
高血压,related_to,心电图检查
心电图检查,related_to,心肌病
心肌病,related_to,心电图检查
心电图检查,related_to,缺血性心脏病
缺血性心脏病,related_to,心电图检查
心电图检查,related_to,老年人室性期前收缩
老年人室性期前收缩,related_to,心电图检查
小肠腺瘤,contains_symptom,腹泻病
腹泻病,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,贫血
贫血,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,上消化道出血
上消化道出血,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,腹痛
腹痛,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,感染
感染,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,出血
出血,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,恶心
恶心,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,溃疡
溃疡,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,便秘
便秘,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,黄疸
黄疸,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,消瘦
消瘦,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,腹部不适
腹部不适,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,肿瘤
肿瘤,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,肠梗阻
肠梗阻,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,腹胀
腹胀,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,疼痛...
疼痛...,symptom_of,小肠腺瘤
小肠腺瘤,contains_symptom,息肉
息肉,symptom_of,小肠腺瘤
小肠腺瘤,complication_to,消瘦
消瘦,complication_to,小肠腺瘤
小肠腺瘤,complication_to,出血
出血,complication_to,小肠腺瘤
小肠腺瘤,complication_to,腺瘤
腺瘤,complication_to,小肠腺瘤
小肠腺瘤,complication_to,肿瘤
肿瘤,complication_to,小肠腺瘤
小肠腺瘤,complication_to,上消化道出血
上消化道出血,complication_to,小肠腺瘤
小肠腺瘤,complication_to,黄疸
黄疸,complication_to,小肠腺瘤
小肠腺瘤,complication_to,贫血
贫血,complication_to,小肠腺瘤
小肠腺瘤,caused_by,病毒感染
病毒感染,lead_to,小肠腺瘤
小肠腺瘤,related_to,肝硬化
肝硬化,related_to,小肠腺瘤
小肠腺瘤,related_to,肿瘤
肿瘤,related_to,小肠腺瘤
小肠腺瘤,related_to,出血
出血,related_to,小肠腺瘤
小肠腺瘤,treated_by,齐多夫定拉米夫定
齐多夫定拉米夫定,to_treat,小肠腺瘤
暴饮暴食,related_to,急性胰腺炎
急性胰腺炎,related_to,暴饮暴食
暴饮暴食,related_to,功能性消化不良
功能性消化不良,related_to,暴饮暴食
暴饮暴食,related_to,胃肠道癌
胃肠道癌,related_to,暴饮暴食
暴饮暴食,related_to,紧张
紧张,related_to,暴饮暴食
暴饮暴食,related_to,便秘
便秘,related_to,暴饮暴食
艾司唑仑,to_treat,紧张
紧张,treated_by,艾司唑仑
艾司唑仑,to_treat,焦虑障碍
焦虑障碍,treated_by,艾司唑仑
艾司唑仑,to_treat,胃炎
胃炎,treated_by,艾司唑仑
艾司唑仑,to_treat,烧心
烧心,treated_by,艾司唑仑
艾司唑仑,to_treat,抑郁
抑郁,treated_by,艾司唑仑
艾司唑仑,to_treat,记忆力障碍
记忆力障碍,treated_by,艾司唑仑
艾司唑仑,to_treat,癫痫持续状态
癫痫持续状态,treated_by,艾司唑仑
艾司唑仑,to_treat,失眠症
失眠症,treated_by,艾司唑仑
艾司唑仑,adverse_reaction,嗜睡
嗜睡,adverse_reaction_of,艾司唑仑
艾司唑仑,adverse_reaction,皮疹
皮疹,adverse_reaction_of,艾司唑仑
艾司唑仑,adverse_reaction,乏力
乏力,adverse_reaction_of,艾司唑仑
艾司唑仑,adverse_reaction,头晕
头晕,adverse_reaction_of,艾司唑仑
艾司唑仑,adverse_reaction,睡眠障碍
睡眠障碍,adverse_reaction_of,艾司唑仑
艾司唑仑,adverse_reaction,疲乏
疲乏,adverse_reaction_of,艾司唑仑
艾司唑仑,adverse_reaction,无力
无力,adverse_reaction_of,艾司唑仑
艾司唑仑,adverse_reaction,心律失常
心律失常,adverse_reaction_of,艾司唑仑
艾司唑仑,adverse_reaction,幻觉
幻觉,adverse_reaction_of,艾司唑仑
艾司唑仑,to_treat,心慌气短
心慌气短,treated_by,艾司唑仑
肝衰竭,related_to,肝功能衰竭
肝功能衰竭,related_to,肝衰竭
肝衰竭,related_to,急性上呼吸道感染
急性上呼吸道感染,related_to,肝衰竭
肝衰竭,related_to,慢性病贫血
慢性病贫血,related_to,肝衰竭
肝衰竭,related_to,肝癌
肝癌,related_to,肝衰竭
肝衰竭,related_to,乏力
乏力,related_to,肝衰竭
肝衰竭,related_to,总胆红素高
总胆红素高,related_to,肝衰竭
神经母细胞瘤,contains_symptom,腹痛
腹痛,symptom_of,神经母细胞瘤
神经母细胞瘤,contains_symptom,血小板增多
血小板增多,symptom_of,神经母细胞瘤
神经母细胞瘤,contains_symptom,腹水
腹水,symptom_of,神经母细胞瘤
神经母细胞瘤,related_to,肿瘤
肿瘤,related_to,神经母细胞瘤
神经母细胞瘤,related_to,腹部损伤
腹部损伤,related_to,神经母细胞瘤
神经母细胞瘤,related_to,十二指肠瘘
十二指肠瘘,related_to,神经母细胞瘤
神经母细胞瘤,check_item,小气脑ct扫描
小气脑ct扫描,checked_for,神经母细胞瘤
神经母细胞瘤,treated_by,生长抑素14肽
生长抑素14肽,to_treat,神经母细胞瘤
神经母细胞瘤,treated_by,维a酸
维a酸,to_treat,神经母细胞瘤
神经母细胞瘤,treated_by,顺铂
顺铂,to_treat,神经母细胞瘤
左旋甲状腺素,adverse_reaction,心悸
心悸,adverse_reaction_of,左旋甲状腺素
左旋甲状腺素,adverse_reaction,无力
无力,adverse_reaction_of,左旋甲状腺素
左旋甲状腺素,adverse_reaction,震颤
震颤,adverse_reaction_of,左旋甲状腺素
左旋甲状腺素,adverse_reaction,心律失常
心律失常,adverse_reaction_of,左旋甲状腺素
左旋甲状腺素,adverse_reaction,心动过速
心动过速,adverse_reaction_of,左旋甲状腺素
左旋甲状腺素,adverse_reaction,甲状旁腺功能亢进症
甲状旁腺功能亢进症,adverse_reaction_of,左旋甲状腺素
左旋甲状腺素,adverse_reaction,心绞痛
心绞痛,adverse_reaction_of,左旋甲状腺素
左旋甲状腺素,adverse_reaction,发热
发热,adverse_reaction_of,左旋甲状腺素
左旋甲状腺素,adverse_reaction,头痛
头痛,adverse_reaction_of,左旋甲状腺素
左旋甲状腺素,adverse_reaction,失眠症
失眠症,adverse_reaction_of,左旋甲状腺素
左旋甲状腺素,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,左旋甲状腺素
左旋甲状腺素,adverse_reaction,呕吐
呕吐,adverse_reaction_of,左旋甲状腺素
左旋甲状腺素,adverse_reaction,体重减轻
体重减轻,adverse_reaction_of,左旋甲状腺素
左旋甲状腺素,adverse_reaction,多汗症
多汗症,adverse_reaction_of,左旋甲状腺素
左旋甲状腺素,adverse_reaction,胸闷
胸闷,adverse_reaction_of,左旋甲状腺素
左旋甲状腺素,to_treat,甲状腺癌
甲状腺癌,treated_by,左旋甲状腺素
左旋甲状腺素,to_treat,甲状腺肿
甲状腺肿,treated_by,左旋甲状腺素
左旋甲状腺素,to_treat,甲状旁腺功能亢进症
甲状旁腺功能亢进症,treated_by,左旋甲状腺素
左旋甲状腺素,to_treat,淋巴结节
淋巴结节,treated_by,左旋甲状腺素
左旋甲状腺素,to_treat,结节
结节,treated_by,左旋甲状腺素
左旋甲状腺素,to_treat,毒蛇咬伤
毒蛇咬伤,treated_by,左旋甲状腺素
左旋甲状腺素,to_treat,肿瘤
肿瘤,treated_by,左旋甲状腺素
炔雌醇环丙孕酮片,to_treat,多囊卵巢综合征
多囊卵巢综合征,treated_by,炔雌醇环丙孕酮片
炔雌醇环丙孕酮片,to_treat,...脱发
...脱发,treated_by,炔雌醇环丙孕酮片
炔雌醇环丙孕酮片,to_treat,痤疮
痤疮,treated_by,炔雌醇环丙孕酮片
炔雌醇环丙孕酮片,to_treat,丘疹
丘疹,treated_by,炔雌醇环丙孕酮片
炔雌醇环丙孕酮片,to_treat,多囊卵巢
多囊卵巢,treated_by,炔雌醇环丙孕酮片
炔雌醇环丙孕酮片,adverse_reaction,疼痛...
疼痛...,adverse_reaction_of,炔雌醇环丙孕酮片
炔雌醇环丙孕酮片,adverse_reaction,小儿癫痫
小儿癫痫,adverse_reaction_of,炔雌醇环丙孕酮片
炔雌醇环丙孕酮片,adverse_reaction,恶心
恶心,adverse_reaction_of,炔雌醇环丙孕酮片
炔雌醇环丙孕酮片,adverse_reaction,肥胖
肥胖,adverse_reaction_of,炔雌醇环丙孕酮片
炔雌醇环丙孕酮片,adverse_reaction,荨麻疹
荨麻疹,adverse_reaction_of,炔雌醇环丙孕酮片
炔雌醇环丙孕酮片,adverse_reaction,静脉血栓形成
静脉血栓形成,adverse_reaction_of,炔雌醇环丙孕酮片
